your,doctor 0.0 0.000286697247706 0
magnesium-,and 1.0 0.000143348623853 1
magnesium,magnesium-containing 1.0 0.000143348623853 1
magnesium,infusions 1.0 0.000143348623853 -1
magnesium,aluminum-containing 1.0 0.000143348623853 -1
magan,or 1.0 0.000143348623853 1
made,with 1.0 0.000143348623853 1
made,whether 1.0 0.000143348623853 -1
made,when 1.0 0.000143348623853 -1
made,to 1.0 0.000143348623853 -1
made,they 1.0 0.000143348623853 -1
made,on 1.0 0.000143348623853 -1
made,immediately 1.0 0.000143348623853 -1
made,carefully 1.0 0.000143348623853 -1
made,by 1.0 0.000143348623853 -1
macrolide,or 1.0 0.000143348623853 -1
macrolide,inhibit 1.0 0.000143348623853 1
macrolide,immunosuppressant 1.0 0.000143348623853 -1
macrolide,have 1.0 0.000143348623853 1
macrolide,class 1.0 0.000143348623853 1
macrolide,azole 1.0 0.000143348623853 1
machinery,while 1.0 0.000143348623853 -1
machinery,or 1.0 0.000143348623853 -1
mac,with 1.0 0.000143348623853 -1
mac,out 1.0 0.000143348623853 -1
mac,or 1.0 0.000143348623853 -1
mac,of 1.0 0.000143348623853 -1
mac,minimum 1.0 0.000143348623853 1
maalox,reduced 1.0 0.000143348623853 1
maalox,on 1.0 0.000143348623853 -1
maalox,maalox 1.0 0.000143348623853 1
maalox,decreased 1.0 0.000143348623853 1
maalox,coadministration 1.0 0.000143348623853 -1
m2,without 1.0 0.000143348623853 -1
m2,plus 1.0 0.000143348623853 -1
m2,pegasys 1.0 0.000143348623853 -1
m2,given 1.0 0.000143348623853 1
m2,dose 1.0 0.000143348623853 -1
m2,before 1.0 0.000143348623853 -1
m2,and 1.0 0.000143348623853 1
m1,which 1.0 0.000143348623853 -1
m1,was 1.0 0.000143348623853 -1
m1,the 1.0 0.000143348623853 1
m1,peak 1.0 0.000143348623853 1
m1,cmax 1.0 0.000143348623853 -1
m-toluamide,a 1.0 0.000143348623853 1
m-tco,injection 1.0 0.000143348623853 1
m-dinitrobenzene,used 1.0 0.000143348623853 -1
m,was 1.0 0.000143348623853 -1
m,v 1.0 0.000143348623853 -1
m,the 1.0 0.000143348623853 -1
m,resulted 1.0 0.000143348623853 -1
m,ptx 1.0 0.000143348623853 1
m,or 1.0 0.000143348623853 1
m,of 1.0 0.000143348623853 -1
m,min 1.0 0.000143348623853 1
m,markedly 1.0 0.000143348623853 1
m,inhibits 1.0 0.000143348623853 1
m,i 1.0 0.000143348623853 1
m,failed 1.0 0.000143348623853 1
m,enhance 1.0 0.000143348623853 1
m,decins 1.0 0.000143348623853 -1
m,basis 1.0 0.000143348623853 -1
m,at 1.0 0.000143348623853 -1
m,and 1.0 0.000143348623853 -1
lysing,human 1.0 0.000143348623853 -1
lysate,of 1.0 0.000143348623853 -1
lysate,derived 1.0 0.000143348623853 -1
lymphopenia,proper 1.0 0.000143348623853 -1
lymphomas,when 1.0 0.000143348623853 -1
lymphomas,occur 1.0 0.000143348623853 -1
lymphoma,that 1.0 0.000143348623853 -1
lymphoma,on 1.0 0.000143348623853 -1
lymphoma,hiv-nhl 1.0 0.000143348623853 -1
lymphoma,cells 1.0 0.000143348623853 -1
lymphoid,malignancy 1.0 0.000143348623853 -1
lymphocytopenia,has 1.0 0.000143348623853 1
lymphocytes,mammalian 1.0 0.000143348623853 -1
lymphocytes,in 1.0 0.000143348623853 -1
lymphocytes,either 1.0 0.000143348623853 -1
lymphocyte,disorders 1.0 0.000143348623853 -1
lymphocyte,counts 1.0 0.000143348623853 -1
lymphatic,invasion 1.0 0.000143348623853 1
lying,the 1.0 0.000143348623853 1
luteus,mic 1.0 0.000143348623853 -1
luteinizing,hormone 1.0 0.000143348623853 -1
lung,survanta 1.0 0.000143348623853 -1
lung,has 1.0 0.000143348623853 -1
lunch,doses 1.0 0.000143348623853 -1
lumen,to 1.0 0.000143348623853 -1
lumen,at 1.0 0.000143348623853 -1
luciferase,reporter 1.0 0.000143348623853 -1
lucidum,fr 1.0 0.000143348623853 -1
lucidum,extract 1.0 0.000143348623853 -1
lst,short 1.0 0.000143348623853 -1
lst,mice 1.0 0.000143348623853 -1
lowest,recommended 1.0 0.000143348623853 1
lowest,possible 1.0 0.000143348623853 1
lowest,effective 1.0 0.000143348623853 1
lowers,the 1.0 0.000143348623853 1
lowers,serum 1.0 0.000143348623853 -1
lowering,their 1.0 0.000143348623853 -1
lowering,the 1.0 0.000143348623853 1
lowering,of 1.0 0.000143348623853 1
lowering,effects 1.0 0.000143348623853 1
lowered,the 1.0 0.000143348623853 1
lowered,plasma 1.0 0.000143348623853 -1
lowered,numbers 1.0 0.000143348623853 -1
lowered,from 1.0 0.000143348623853 -1
lowered,blood 1.0 0.000143348623853 1
lower,with 1.0 0.000143348623853 -1
lower,when 1.0 0.000143348623853 1
lower,total 1.0 0.000143348623853 -1
lower,tablet 1.0 0.000143348623853 -1
lower,serum 1.0 0.000143348623853 1
lower,seizure 1.0 0.000143348623853 1
lower,respectively 1.0 0.000143348623853 -1
lower,relative 1.0 0.000143348623853 -1
lower,rate 1.0 0.000143348623853 1
lower,pulmonary 1.0 0.000143348623853 1
lower,meclofenamate 1.0 0.000143348623853 1
lower,maintenance 1.0 0.000143348623853 1
lower,locomotor 1.0 0.000143348623853 -1
lower,intestine 1.0 0.000143348623853 1
lower,end 1.0 0.000143348623853 1
lower,concentrations 1.0 0.000143348623853 -1
lower,auc 1.0 0.000143348623853 -1
lower,and 1.0 0.000143348623853 1
lower,affinity 1.0 0.000143348623853 1
lower,affinities 1.0 0.000143348623853 -1
low-molecular,weight 1.0 0.000143348623853 -1
low-levels,of 1.0 0.000143348623853 -1
low-dose,with 1.0 0.000143348623853 1
low-dose,plus 1.0 0.000143348623853 -1
low-dose,microg 1.0 0.000143348623853 1
low-dose,mg 1.0 0.000143348623853 -1
low-dose,hcl 1.0 0.000143348623853 1
low-dose,has 1.0 0.000143348623853 1
low-dose,combination 1.0 0.000143348623853 -1
low-density,lipoproteins 1.0 0.000143348623853 -1
low-density,lipoprotein 1.0 0.000143348623853 -1
low,uptakes 1.0 0.000143348623853 -1
low,to 1.0 0.000143348623853 -1
low,therapeutic 1.0 0.000143348623853 -1
low,temperatures 1.0 0.000143348623853 -1
low,serum 1.0 0.000143348623853 -1
low,results 1.0 0.000143348623853 -1
low,molecular 1.0 0.000143348623853 -1
low,measurement 1.0 0.000143348623853 -1
low,levels 1.0 0.000143348623853 -1
low,intrinsic 1.0 0.000143348623853 -1
low,initial 1.0 0.000143348623853 -1
low,hepatic 1.0 0.000143348623853 -1
low,for 1.0 0.000143348623853 -1
low,erpf 1.0 0.000143348623853 1
low,doses 1.0 0.000143348623853 -1
low,dose 1.0 0.000143348623853 -1
low,dietary 1.0 0.000143348623853 -1
low,compared 1.0 0.000143348623853 -1
low,clinically 1.0 0.000143348623853 -1
low,clearance 1.0 0.000143348623853 -1
low,cardiac 1.0 0.000143348623853 -1
low,as 1.0 0.000143348623853 -1
low,and 1.0 0.000143348623853 -1
low,affinity 1.0 0.000143348623853 -1
lovastatin,therapy 1.0 0.000143348623853 -1
lovastatin,is 1.0 0.000143348623853 -1
lotions,or 1.0 0.000143348623853 -1
lotensin,was 1.0 0.000143348623853 -1
lotensin,has 1.0 0.000143348623853 -1
lotensin,can 1.0 0.000143348623853 1
loss,were 1.0 0.000143348623853 -1
loss,results 1.0 0.000143348623853 -1
loss,or 1.0 0.000143348623853 -1
loss,compared 1.0 0.000143348623853 1
loss,caused 1.0 0.000143348623853 1
loss,between 1.0 0.000143348623853 -1
loss,associated 1.0 0.000143348623853 1
lose,the 1.0 0.000143348623853 -1
losartan,bosentan 1.0 0.000143348623853 -1
lorazepam,injection 1.0 0.000143348623853 1
lorazepam,coadministration 1.0 0.000143348623853 -1
loratadine,mg 1.0 0.000143348623853 -1
loratadine,and 1.0 0.000143348623853 -1
loop,such 1.0 0.000143348623853 1
loop,sparing 1.0 0.000143348623853 -1
loop,potassium-sparing 1.0 0.000143348623853 1
loop,potassium- 1.0 0.000143348623853 1
loop,or 1.0 0.000143348623853 1
loop,diuretics 1.0 0.000143348623853 -1
loop,and 1.0 0.000143348623853 -1
looks,at 1.0 0.000143348623853 -1
longterm,treatment 1.0 0.000143348623853 -1
longitudinal,studies 1.0 0.000143348623853 -1
longitudinal,stability 1.0 0.000143348623853 -1
longitudinal,assessment 1.0 0.000143348623853 -1
longer,than 1.0 0.000143348623853 1
longer,term 1.0 0.000143348623853 -1
longer,marketed 1.0 0.000143348623853 -1
longer,latencies 1.0 0.000143348623853 -1
longer,intervals 1.0 0.000143348623853 1
long-term,therapy 1.0 0.000143348623853 1
long-term,suppression 1.0 0.000143348623853 1
long-term,studies 1.0 0.000143348623853 -1
long-term,safety 1.0 0.000143348623853 -1
long-term,consequences 1.0 0.000143348623853 -1
long-term,carcinogenicity 1.0 0.000143348623853 -1
long-term,administration 1.0 0.000143348623853 -1
long-sedation,time 1.0 0.000143348623853 -1
long-acting,such 1.0 0.000143348623853 -1
long-acting,or 1.0 0.000143348623853 1
long-acting,is 1.0 0.000143348623853 -1
long-,term 1.0 0.000143348623853 1
long-,and 1.0 0.000143348623853 -1
long,withdrawal 1.0 0.000143348623853 -1
long,surgical 1.0 0.000143348623853 1
long,periods 1.0 0.000143348623853 -1
long,half-lives 1.0 0.000143348623853 -1
long,as 1.0 0.000143348623853 1
long,and 1.0 0.000143348623853 -1
lomefloxacin,is 1.0 0.000143348623853 -1
logs,of 1.0 0.000143348623853 -1
logistic,probability 1.0 0.000143348623853 -1
logical,approach 1.0 0.000143348623853 -1
logarithmic,fashion 1.0 0.000143348623853 -1
lofexidine,may 1.0 0.000143348623853 1
lodosyn,carbidopa 1.0 0.000143348623853 -1
lodosyn,and 1.0 0.000143348623853 -1
lodine,treatment 1.0 0.000143348623853 -1
lodine,should 1.0 0.000143348623853 -1
lodine,or 1.0 0.000143348623853 -1
lodine,like 1.0 0.000143348623853 1
lodine,is 1.0 0.000143348623853 1
lodine,indocin 1.0 0.000143348623853 -1
lodine,capsules 1.0 0.000143348623853 1
lodine,as 1.0 0.000143348623853 -1
lodine,and 1.0 0.000143348623853 1
locomotor,responses 1.0 0.000143348623853 -1
locomotor,and 1.0 0.000143348623853 -1
locomotor,activity 1.0 0.000143348623853 -1
locomotor,activities 1.0 0.000143348623853 -1
locomotion,in 1.0 0.000143348623853 -1
locomotion,and 1.0 0.000143348623853 -1
location,histologic 1.0 0.000143348623853 -1
local,which 1.0 0.000143348623853 1
local,use 1.0 0.000143348623853 -1
local,solutions 1.0 0.000143348623853 1
local,since 1.0 0.000143348623853 1
local,or 1.0 0.000143348623853 1
local,like 1.0 0.000143348623853 -1
local,irritation 1.0 0.000143348623853 -1
local,including 1.0 0.000143348623853 1
local,factor 1.0 0.000143348623853 -1
local,close 1.0 0.000143348623853 -1
local,breast 1.0 0.000143348623853 -1
local,agents 1.0 0.000143348623853 -1
loads,treated 1.0 0.000143348623853 -1
load,constitutes 1.0 0.000143348623853 -1
lng,were 1.0 0.000143348623853 -1
livers,of 1.0 0.000143348623853 -1
liver,which 1.0 0.000143348623853 1
liver,weight 1.0 0.000143348623853 -1
liver,was 1.0 0.000143348623853 -1
liver,via 1.0 0.000143348623853 -1
liver,tumors 1.0 0.000143348623853 -1
liver,transaminases 1.0 0.000143348623853 -1
liver,to 1.0 0.000143348623853 -1
liver,or 1.0 0.000143348623853 -1
liver,microsome 1.0 0.000143348623853 -1
liver,metabolic 1.0 0.000143348623853 -1
liver,is 1.0 0.000143348623853 1
liver,injury 1.0 0.000143348623853 -1
liver,increasing 1.0 0.000143348623853 -1
liver,gallbladder 1.0 0.000143348623853 -1
liver,enzyme 1.0 0.000143348623853 1
liver,disease 1.0 0.000143348623853 -1
liver,cytochrome 1.0 0.000143348623853 -1
liver,by 1.0 0.000143348623853 -1
liver,but 1.0 0.000143348623853 -1
liver,blood 1.0 0.000143348623853 -1
liver,biopsy 1.0 0.000143348623853 -1
liver,are 1.0 0.000143348623853 -1
liver,aminotransferases 1.0 0.000143348623853 -1
liver,alt 1.0 0.000143348623853 1
live-attenuated,should 1.0 0.000143348623853 1
live,typhoid 1.0 0.000143348623853 1
live,or 1.0 0.000143348623853 1
live,bacteria 1.0 0.000143348623853 -1
live,and 1.0 0.000143348623853 1
little,work 1.0 0.000143348623853 -1
little,risk 1.0 0.000143348623853 -1
little,published 1.0 0.000143348623853 -1
little,progression 1.0 0.000143348623853 -1
little,is 1.0 0.000143348623853 -1
little,if 1.0 0.000143348623853 -1
little,has 1.0 0.000143348623853 -1
little,experience 1.0 0.000143348623853 -1
little,consideration 1.0 0.000143348623853 -1
little,change 1.0 0.000143348623853 1
little,adequate 1.0 0.000143348623853 -1
lithiums,renal 1.0 0.000143348623853 1
lithium-a,interaction 1.0 0.000143348623853 -1
lithium,valdecoxib 1.0 0.000143348623853 1
lithium,toxicity 1.0 0.000143348623853 1
lithium,should 1.0 0.000143348623853 1
lithium,serum 1.0 0.000143348623853 1
lithium,reversible 1.0 0.000143348623853 1
lithium,nsaids 1.0 0.000143348623853 1
lithium,nonsteroidal 1.0 0.000143348623853 1
lithium,lithium 1.0 0.000143348623853 1
lithium,inhibition 1.0 0.000143348623853 -1
lithium,increased 1.0 0.000143348623853 1
lithium,in 1.0 0.000143348623853 1
lithium,ibuprofen 1.0 0.000143348623853 1
lithium,generally 1.0 0.000143348623853 1
lithium,diclofenac 1.0 0.000143348623853 1
lithium,coadministration 1.0 0.000143348623853 -1
literature,that 1.0 0.000143348623853 -1
literature,suggests 1.0 0.000143348623853 -1
literature,suggest 1.0 0.000143348623853 1
literature,showing 1.0 0.000143348623853 -1
literature,revealed 1.0 0.000143348623853 1
literature,provides 1.0 0.000143348623853 -1
literature,contains 1.0 0.000143348623853 -1
literature,between 1.0 0.000143348623853 -1
literature,article 1.0 0.000143348623853 1
liter,potentiated 1.0 0.000143348623853 1
lists,of 1.0 0.000143348623853 -1
listed,isoforms 1.0 0.000143348623853 -1
listed,in 1.0 0.000143348623853 -1
listed,here 1.0 0.000143348623853 -1
listed,agents 1.0 0.000143348623853 -1
liquid,impinger 1.0 0.000143348623853 -1
liquid,did 1.0 0.000143348623853 -1
liquid,chromatographic 1.0 0.000143348623853 -1
lipoproteins,high-density 1.0 0.000143348623853 -1
lipoproteins,and 1.0 0.000143348623853 -1
lipoprotein,cholesterol 1.0 0.000143348623853 -1
lipolytic,activity 1.0 0.000143348623853 1
lipolysis,and 1.0 0.000143348623853 -1
lipitor,atromid-s 1.0 0.000143348623853 1
lipids,were 1.0 0.000143348623853 -1
lipids,should 1.0 0.000143348623853 -1
lipids,pretreatment 1.0 0.000143348623853 -1
lipids,in 1.0 0.000143348623853 -1
lipid-lowering,that 1.0 0.000143348623853 -1
lipid-lowering,activity 1.0 0.000143348623853 -1
lipid,profile 1.0 0.000143348623853 -1
lipid,peroxidation 1.0 0.000143348623853 1
lipid,metabolism 1.0 0.000143348623853 -1
linked,to 1.0 0.000143348623853 -1
linked,drug-metabolizing 1.0 0.000143348623853 -1
link,between 1.0 0.000143348623853 -1
linezolid,is 1.0 0.000143348623853 -1
lines,u937 1.0 0.000143348623853 1
lines,showed 1.0 0.000143348623853 -1
lines,divergently 1.0 0.000143348623853 -1
linear,regression 1.0 0.000143348623853 -1
linear,logarithmic 1.0 0.000143348623853 -1
lincomycin,has 1.0 0.000143348623853 1
limits,the 1.0 0.000143348623853 -1
limits,of 1.0 0.000143348623853 -1
limiting,may 1.0 0.000143348623853 -1
limited,therefore 1.0 0.000143348623853 1
limited,sampling 1.0 0.000143348623853 -1
limited,renal 1.0 0.000143348623853 -1
limited,pk 1.0 0.000143348623853 -1
limited,number 1.0 0.000143348623853 -1
limited,in 1.0 0.000143348623853 1
limited,experience 1.0 0.000143348623853 -1
limited,evidence 1.0 0.000143348623853 -1
limited,data 1.0 0.000143348623853 1
limited,comparative 1.0 0.000143348623853 -1
limited,as 1.0 0.000143348623853 -1
limit,values 1.0 0.000143348623853 -1
limit,of 1.0 0.000143348623853 -1
limit,decrease 1.0 0.000143348623853 -1
limit,adverse 1.0 0.000143348623853 1
lime,should 1.0 0.000143348623853 -1
limbic,system 1.0 0.000143348623853 -1
limbic,integration 1.0 0.000143348623853 -1
limb,injury 1.0 0.000143348623853 -1
limb,digital 1.0 0.000143348623853 -1
likewise,pharmacokinetics 1.0 0.000143348623853 -1
likewise,further 1.0 0.000143348623853 -1
likely,will 1.0 0.000143348623853 1
likely,viracept 1.0 0.000143348623853 1
likely,by 1.0 0.000143348623853 1
likely,and 1.0 0.000143348623853 -1
like,smoking 1.0 0.000143348623853 -1
like,or 1.0 0.000143348623853 1
like,mptp 1.0 0.000143348623853 1
like,monoamine 1.0 0.000143348623853 1
like,mg 1.0 0.000143348623853 -1
like,mc 1.0 0.000143348623853 -1
like,may 1.0 0.000143348623853 1
like,due 1.0 0.000143348623853 1
like,does 1.0 0.000143348623853 -1
like,cannot 1.0 0.000143348623853 -1
like,and 1.0 0.000143348623853 -1
like,aleve 1.0 0.000143348623853 1
light,dark 1.0 0.000143348623853 -1
light,and 1.0 0.000143348623853 -1
ligated,duodenal 1.0 0.000143348623853 -1
ligand,binding 1.0 0.000143348623853 -1
lifestyle,giving 1.0 0.000143348623853 -1
life-threatening,ventricular 1.0 0.000143348623853 -1
life-threatening,situations 1.0 0.000143348623853 -1
life-threatening,reactions 1.0 0.000143348623853 -1
life-threatening,interactions 1.0 0.000143348623853 1
life-,threatening 1.0 0.000143348623853 1
life,of 1.0 0.000143348623853 1
life,in 1.0 0.000143348623853 -1
lies,in 1.0 0.000143348623853 -1
lies,both 1.0 0.000143348623853 -1
lie,in 1.0 0.000143348623853 -1
lh,follicle-stimulating 1.0 0.000143348623853 -1
lh,and 1.0 0.000143348623853 -1
leydig,cell 1.0 0.000143348623853 -1
lexapro,is 1.0 0.000143348623853 1
lexapro,for 1.0 0.000143348623853 1
lexapro,did 1.0 0.000143348623853 1
levsin,is 1.0 0.000143348623853 1
levothyroxine,sodium 1.0 0.000143348623853 1
levosimendan,does 1.0 0.000143348623853 -1
levorotatory,isomer 1.0 0.000143348623853 -1
levonorgestrol,oral 1.0 0.000143348623853 -1
levonorgestrel-treated,rats 1.0 0.000143348623853 -1
levodopa,is 1.0 0.000143348623853 -1
levodopa,and 1.0 0.000143348623853 1
levobupivacaine,and 1.0 0.000143348623853 -1
levo-dromoran,with 1.0 0.000143348623853 1
levo-dromoran,reported 1.0 0.000143348623853 -1
levo-dromoran,has 1.0 0.000143348623853 1
levetiracetam,had 1.0 0.000143348623853 -1
levetiracetam,circulates 1.0 0.000143348623853 -1
levetiracetam,and 1.0 0.000143348623853 -1
levels,whenever 1.0 0.000143348623853 -1
levels,when 1.0 0.000143348623853 -1
levels,was 1.0 0.000143348623853 1
levels,utilizing 1.0 0.000143348623853 -1
levels,usually 1.0 0.000143348623853 -1
levels,using 1.0 0.000143348623853 -1
levels,up 1.0 0.000143348623853 -1
levels,total 1.0 0.000143348623853 1
levels,to 1.0 0.000143348623853 1
levels,thereby 1.0 0.000143348623853 -1
levels,then 1.0 0.000143348623853 -1
levels,suggesting 1.0 0.000143348623853 1
levels,significantly 1.0 0.000143348623853 -1
levels,shown 1.0 0.000143348623853 -1
levels,resulting 1.0 0.000143348623853 1
levels,produced 1.0 0.000143348623853 -1
levels,possibly 1.0 0.000143348623853 1
levels,occurred 1.0 0.000143348623853 1
levels,monitored 1.0 0.000143348623853 1
levels,meq 1.0 0.000143348623853 -1
levels,mcg 1.0 0.000143348623853 1
levels,limit 1.0 0.000143348623853 1
levels,levodopa 1.0 0.000143348623853 -1
levels,leading 1.0 0.000143348623853 -1
levels,it 1.0 0.000143348623853 1
levels,induced 1.0 0.000143348623853 -1
levels,indicating 1.0 0.000143348623853 -1
levels,increased 1.0 0.000143348623853 1
levels,has 1.0 0.000143348623853 1
levels,generally 1.0 0.000143348623853 -1
levels,for 1.0 0.000143348623853 -1
levels,following 1.0 0.000143348623853 -1
levels,fluctuated 1.0 0.000143348623853 -1
levels,effects 1.0 0.000143348623853 -1
levels,during 1.0 0.000143348623853 1
levels,did 1.0 0.000143348623853 -1
levels,could 1.0 0.000143348623853 -1
levels,considerably 1.0 0.000143348623853 1
levels,comparable 1.0 0.000143348623853 -1
levels,close 1.0 0.000143348623853 -1
levels,cfu 1.0 0.000143348623853 -1
levels,caused 1.0 0.000143348623853 -1
levels,carbamazepine 1.0 0.000143348623853 1
levels,but 1.0 0.000143348623853 -1
levels,be 1.0 0.000143348623853 1
levels,as 1.0 0.000143348623853 -1
levels,aldosterone 1.0 0.000143348623853 -1
levels,after 1.0 0.000143348623853 -1
levels,achieved 1.0 0.000143348623853 -1
levels,about 1.0 0.000143348623853 -1
